tract,below_fpl,below_200fpl,fpl_universe,below_fpl_pct,below_200fpl_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037131900,154,460,3911,3.9,11.8,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,7618,14187245.7880859,15934.6484817546
06037132001,372,551,2714,13.7,20.3,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,7619,10424529.9550781,13176.7226411452
06037132002,174,783,3523,4.9,22.2,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,7620,17223436.4570313,21045.8254309845
06037132101,1271,1722,4113,30.9,41.9,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,7621,8723771.46386719,11887.8820798589
06037132102,1135,1753,4993,22.7,35.1,District 3,Los Angeles - Lake Balboa,SPA 2 - San Fernando,7622,14599727.9990234,18690.0007897331
06037132301,697,1219,3558,19.6,34.3,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7623,6792462.15429688,13144.340045895
06037132302,294,795,3142,9.4,25.3,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7624,6970676.29492188,13199.8555965122
06037132501,386,1003,4241,9.1,23.7,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7625,7580198.86230469,11007.9146517949
06037132502,527,985,3314,15.9,29.7,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7626,6813829.42675781,10928.7589837729
06037132700,937,2003,4890,19.2,41,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7627,14206216.0341797,15685.493849823
06037132900,340,932,3877,8.8,24,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7628,12974677.7480469,18087.0890943737
06037133000,538,955,4032,13.3,23.7,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7629,10838546.6240234,14143.6024593679
06037133101,76,332,1709,4.4,19.4,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7630,7116624.65625,10968.5596708119
06037133102,621,1475,3774,16.5,39.1,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7631,9208922.93652344,12060.5090308976
06037134001,383,1057,3455,11.1,30.6,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7632,6275474.11816406,12140.5487161336
06037134002,881,1411,4022,21.9,35.1,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,7633,8228881.40722656,13601.0423737108
06037134101,1138,1467,4646,24.5,31.6,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,7634,11471143.3398438,13966.1230638992
06037134103,1318,1473,4080,32.3,36.1,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,7635,11265887.6318359,17398.4911248243
06037134104,717,1312,4016,17.9,32.7,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,7636,6973918.33984375,10562.5437194973
06037134201,309,584,4059,7.6,14.4,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7637,15828437.0488281,16417.6474940524
06037134302,609,904,4402,13.8,20.5,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7638,14067419.6679688,15258.5727647081
06037134303,386,990,5341,7.2,18.5,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7639,17073583.5146484,17156.5698571619
06037134304,353,880,2667,13.2,33,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7640,10983003.2685547,13572.0912133493
06037134305,605,1589,3693,16.4,43,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7641,3847935.06835938,8097.00837678478
06037134306,468,1380,3565,13.1,38.7,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7642,6671214.88671875,10337.3990599515
06037134421,149,730,4401,3.4,16.6,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7643,23249694.0478516,19067.9178079275
06037134422,254,319,5079,5,6.3,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7644,25041439.5273438,25361.6991487045
06037134423,367,656,3417,10.7,19.2,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7645,16881769.3984375,18387.0327940905
06037134424,148,194,2803,5.3,6.9,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7646,39659478.8994141,27004.5834792548
06037134520,1119,2833,5178,21.6,54.7,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7647,10410714.6914063,13162.3972500343
06037134521,769,1578,2703,28.4,58.4,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7648,3797111.12890625,8182.96707843536
06037134522,1053,2037,4521,23.3,45.1,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7649,6612044.55957031,10272.338888747
06037134710,1581,2908,5282,29.9,55.1,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,7650,6140959.56152344,9944.67007857415
06037134720,733,1378,5545,13.2,24.9,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,7651,10651197.9257813,13301.2920971342
06037134801,455,794,2933,15.5,27.1,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,7652,9864936.81054688,12990.9372144821
06037134802,981,1317,3116,31.5,42.3,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,7653,10211080.875,12881.7914236724
06037134901,200,808,2469,8.1,32.7,District 3,Los Angeles - Reseda,SPA 2 - San Fernando,7654,11386617.9316406,15163.5502044855
06037134904,591,1495,4861,12.2,30.8,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,7655,11172450.5058594,15663.0385706639
06037134905,996,1530,6046,16.5,25.3,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7656,27819995.7714844,21977.536713972
06037134906,418,607,2933,14.3,20.7,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7657,1885234.13378906,7329.2003282035
06037134907,962,1277,3806,25.3,33.6,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7658,4216468.50292969,9405.27927599135
06037135102,340,695,3845,8.8,18.1,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7659,17942127.3134766,18910.385553549
06037135111,317,634,3807,8.3,16.7,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7660,11197069.8417969,13433.3437630373
06037135113,439,720,2980,14.7,24.2,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7661,6904515.11035156,13067.2956779062
06037135115,219,471,3904,5.6,12.1,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7662,3603924.26757813,8171.35126875424
06037135116,268,537,1507,17.8,35.6,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,7663,10079214.4667969,13024.3220023012
06037135201,443,741,2936,15.1,25.2,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7664,16462038.7597656,18522.8882552643
06037135202,419,878,4745,8.8,18.5,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7665,18984751.7939453,17789.150321444
06037135204,203,1004,4665,4.4,21.5,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7666,19985579.9570313,18644.5011372075
06037135205,170,427,1874,9.1,22.8,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,7667,28614430.7197266,24462.0919811204
06037137000,332,903,4815,6.9,18.8,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7668,32554692.4345703,32427.8349319959
06037137103,902,1465,5100,17.7,28.7,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7669,8198246.75683594,11739.7151027382
06037137104,230,348,2233,10.3,15.6,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7670,27545341.3935547,23292.5628599652
06037137202,454,782,3342,13.6,23.4,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7671,9423331.61523438,12952.7813920262
06037137203,249,413,2588,9.6,16,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7672,12090783.2177734,14492.1627321228
06037137301,33,110,2182,1.5,5,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7673,17235208.6601563,20112.8199315924
06037137302,400,640,4564,8.8,14,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7674,26225229.5791016,24375.0722052211
06037137401,394,838,4596,8.6,18.2,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7675,25691208.6914063,25174.1157836132
06037137402,195,618,5821,3.3,10.6,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7676,32986560.4257813,29618.6509723725
06037137501,806,1388,5478,14.7,25.3,District 3,Los Angeles - Woodland Hills,SPA 2 - San Fernando,7677,26943805.3681641,23995.9658720064
